04/12/2016 0:00,764.81625
05/12/2016 0:00,754.63975
06/12/2016 0:00,756.6215
07/12/2016 0:00,766.1166375
08/12/2016 0:00,769.72975
09/12/2016 0:00,770.028125
10/12/2016 0:00,773.40125
11/12/2016 0:00,768.303125
12/12/2016 0:00,777.006875
13/12/2016 0:00,778.4935
14/12/2016 0:00,774.897
15/12/2016 0:00,776.75215
16/12/2016 0:00,781.568375
17/12/2016 0:00,788.7055
18/12/2016 0:00,788.40575
19/12/2016 0:00,789.524125
20/12/2016 0:00,793.0901375
21/12/2016 0:00,824.2189375
22/12/2016 0:00,860.599875
23/12/2016 0:00,901.3182375
24/12/2016 0:00,891.6126125
25/12/2016 0:00,886.900375
26/12/2016 0:00,897.335375
27/12/2016 0:00,930.376
28/12/2016 0:00,967.480375
29/12/2016 0:00,963.381625
30/12/2016 0:00,952.156375
31/12/2016 0:00,959.879875
01/01/2017 0:00,997.729875
02/01/2017 0:00,1015.977113
03/01/2017 0:00,1023.141875
04/01/2017 0:00,1126.763338
05/01/2017 0:00,994.674875
06/01/2017 0:00,883.099175
07/01/2017 0:00,896.830375
08/01/2017 0:00,908.1490375
09/01/2017 0:00,894.18025
10/01/2017 0:00,906.0569143
11/01/2017 0:00,785.2237375
12/01/2017 0:00,803.372375
13/01/2017 0:00,826.2956625
14/01/2017 0:00,817.912875
15/01/2017 0:00,822.2076
16/01/2017 0:00,830.505125
17/01/2017 0:00,903.84575
18/01/2017 0:00,874.9949625
19/01/2017 0:00,895.798875
20/01/2017 0:00,893.6210875
21/01/2017 0:00,920.4479
22/01/2017 0:00,918.603625
23/01/2017 0:00,922.0736125
24/01/2017 0:00,890.320225
25/01/2017 0:00,893.045625
26/01/2017 0:00,915.95625
27/01/2017 0:00,919.27975
28/01/2017 0:00,920.31225
29/01/2017 0:00,915.933
30/01/2017 0:00,921.179325
31/01/2017 0:00,964.706075
01/02/2017 0:00,979.703875
02/02/2017 0:00,1007.613713
03/02/2017 0:00,1013.027
04/02/2017 0:00,1030.999413
05/02/2017 0:00,1014.837725
06/02/2017 0:00,1024.01375
07/02/2017 0:00,1050.11
08/02/2017 0:00,1052.376613
09/02/2017 0:00,976.103
10/02/2017 0:00,999.1035
11/02/2017 0:00,1008.846663
12/02/2017 0:00,1000.604625
13/02/2017 0:00,999.877375
14/02/2017 0:00,1011.78025
15/02/2017 0:00,1012.325988
16/02/2017 0:00,1035.208125
17/02/2017 0:00,1055.53685
18/02/2017 0:00,1056.637137
19/02/2017 0:00,1052.779286
20/02/2017 0:00,1084.755013
21/02/2017 0:00,1123.788429
22/02/2017 0:00,1123.223188
23/02/2017 0:00,1172.01715
24/02/2017 0:00,1174.86625
25/02/2017 0:00,1150.605714
26/02/2017 0:00,1175.04975
27/02/2017 0:00,1190.75195
28/02/2017 0:00,1187.565286
01/03/2017 0:00,1222.4994
02/03/2017 0:00,1259.410817
03/03/2017 0:00,1285.14
04/03/2017 0:00,1267.0272
05/03/2017 0:00,1270.9333
06/03/2017 0:00,1275.197375
07/03/2017 0:00,1238.447
08/03/2017 0:00,1157.3933
09/03/2017 0:00,1192.469143
10/03/2017 0:00,1098.617129
11/03/2017 0:00,1179.159875
12/03/2017 0:00,1227.494625
13/03/2017 0:00,1239.816225
14/03/2017 0:00,1245.370786
15/03/2017 0:00,1257.399625
16/03/2017 0:00,1180.945657
17/03/2017 0:00,1091.171888
18/03/2017 0:00,952.2323625
19/03/2017 0:00,1029.800813
20/03/2017 0:00,1049.084488
21/03/2017 0:00,1118.630043
22/03/2017 0:00,1028.726863
23/03/2017 0:00,1038.789
24/03/2017 0:00,941.9197143
25/03/2017 0:00,959.3400857
26/03/2017 0:00,956.7863125
27/03/2017 0:00,1037.22925
28/03/2017 0:00,1046.127625
29/03/2017 0:00,1040.5755
30/03/2017 0:00,1037.90455
31/03/2017 0:00,1079.549314
01/04/2017 0:00,1086.929571
02/04/2017 0:00,1099.169125
03/04/2017 0:00,1141.813
04/04/2017 0:00,1141.600363
05/04/2017 0:00,1133.079314
06/04/2017 0:00,1196.307938
07/04/2017 0:00,1190.45425
08/04/2017 0:00,1181.149838
09/04/2017 0:00,1208.8005
10/04/2017 0:00,1207.744875
11/04/2017 0:00,1226.617038
12/04/2017 0:00,1218.92205
13/04/2017 0:00,1180.023713
14/04/2017 0:00,1185.260057
15/04/2017 0:00,1184.880671
16/04/2017 0:00,1186.927413
17/04/2017 0:00,1205.634875
18/04/2017 0:00,1216.186743
19/04/2017 0:00,1217.930088
20/04/2017 0:00,1241.686325
21/04/2017 0:00,1258.361413
22/04/2017 0:00,1261.311225
23/04/2017 0:00,1257.988113
24/04/2017 0:00,1262.902775
25/04/2017 0:00,1279.414688
26/04/2017 0:00,1309.109875
27/04/2017 0:00,1345.353913
28/04/2017 0:00,1331.294429
29/04/2017 0:00,1334.979038
30/04/2017 0:00,1353.0045
01/05/2017 0:00,1417.172813
02/05/2017 0:00,1452.076288
03/05/2017 0:00,1507.576857
04/05/2017 0:00,1508.292125
05/05/2017 0:00,1533.335071
06/05/2017 0:00,1560.4102
07/05/2017 0:00,1535.868429
08/05/2017 0:00,1640.619225
09/05/2017 0:00,1721.284971
10/05/2017 0:00,1762.88625
11/05/2017 0:00,1820.990563
12/05/2017 0:00,1720.4785
13/05/2017 0:00,1771.920013
14/05/2017 0:00,1776.3165
15/05/2017 0:00,1723.126938
